Local Time,Unix Time,PM1.0,PM2.5,PM10,Temperature,Gas,Humidity,Pressure,Altitude,
Wed Feb 15 15:56:17 2023,1676505377.811507,0,0,0,23.45578125,20779,16.214679240028104,1012.2999352345217,7.912943067011282,
Wed Feb 15 15:56:19 2023,1676505379.004419,0,0,0,23.4743359375,4035,16.20090488118435,1012.2958699388568,7.946815206149673,
Wed Feb 15 15:56:20 2023,1676505380.1972713,0,0,0,23.510859375,6622,16.13907818460836,1012.298806380729,7.9223486923289785,
Wed Feb 15 15:56:21 2023,1676505381.3901367,0,0,0,23.5485546875,8910,16.087112897419463,1012.2933394517098,7.967899340218033,
Wed Feb 15 15:56:22 2023,1676505382.5834134,0,0,0,23.5798046875,10878,16.029961207920024,1012.2910905260806,7.98663752672725,
Wed Feb 15 15:56:23 2023,1676505383.7820592,0,0,0,23.6065625,12899,15.992159102439668,1012.2986893128243,7.923324104207157,
Wed Feb 15 15:56:24 2023,1676505384.9806309,0,0,0,23.6301953125,14329,15.934673260462382,1012.301183131276,7.902545583985469,
Wed Feb 15 15:56:26 2023,1676505386.179348,0,1,1,23.6493359375,15625,15.872111764750633,1012.2997777854015,7.9142549347386995,
Wed Feb 15 15:56:27 2023,1676505387.371343,0,1,1,23.666328125,16649,15.814356280714879,1012.2983007263672,7.926561814179616,
Wed Feb 15 15:56:28 2023,1676505388.5700526,0,1,1,23.6778515625,17688,15.751486718717256,1012.296488209748,7.941663751433272,
Wed Feb 15 15:56:29 2023,1676505389.7685473,0,0,0,23.6876171875,18318,15.708065697573282,1012.3055565256388,7.866106518598068,
Wed Feb 15 15:56:30 2023,1676505390.9674184,0,0,0,23.69484375,18994,15.71328656634257,1012.3087603444153,7.839412422791932,
Wed Feb 15 15:56:32 2023,1676505392.165961,0,0,0,23.70109375,19741,15.835549929658,1012.3172454521746,7.768715159179363,
Wed Feb 15 15:56:33 2023,1676505393.358531,0,0,0,23.7067578125,20154,15.948148786842337,1012.311022147099,7.820567210325134,
Wed Feb 15 15:56:34 2023,1676505394.5580518,0,1,1,23.7126171875,20491,16.124475618608397,1012.3119934058153,7.8124747479080225,
Wed Feb 15 15:56:35 2023,1676505395.757248,0,1,1,23.71828125,21077,16.41877287558819,1012.3126456594952,7.807040217567892,
Wed Feb 15 15:56:36 2023,1676505396.9499612,0,1,1,23.7235546875,21633,16.67447353188983,1012.3298502074009,7.663694196296387,
Wed Feb 15 15:56:38 2023,1676505398.143941,0,1,1,23.7255078125,22446,16.85667631124833,1012.3072536131481,7.851966441703079,
Wed Feb 15 15:56:39 2023,1676505399.342289,0,1,1,23.7286328125,22888,16.91595905499279,1012.3157935040565,7.780812644918753,
Wed Feb 15 15:56:40 2023,1676505400.5341003,0,1,1,23.7321484375,24320,16.896427083586858,1012.3215330924415,7.732991053551163,
Wed Feb 15 15:56:41 2023,1676505401.7264247,0,0,0,23.7364453125,24923,16.852307323389827,1012.3216719543291,7.731834074970743,
Wed Feb 15 15:56:42 2023,1676505402.9253478,0,0,0,23.73859375,25322,16.81794248950411,1012.3183032436699,7.759901755636846,
Wed Feb 15 15:56:44 2023,1676505404.1242156,0,0,0,23.7399609375,25839,16.749094511587717,1012.3067828122511,7.855889137251346,
Wed Feb 15 15:56:45 2023,1676505405.3164444,0,0,0,23.7407421875,26207,16.675339901345055,1012.2994629448949,7.916878189641765,
Wed Feb 15 15:56:46 2023,1676505406.5153453,0,1,1,23.74015625,26681,16.57207884719038,1012.3019444941341,7.896201909315134,
Wed Feb 15 15:56:47 2023,1676505407.7141798,0,1,1,23.7391796875,27172,16.45416579959467,1012.3037883214621,7.8808391576276975,
Wed Feb 15 15:56:48 2023,1676505408.9130344,0,1,1,23.74015625,27475,16.346279336406866,1012.3071016709185,7.853232418540389,
Wed Feb 15 15:56:50 2023,1676505410.1119545,0,0,0,23.7425,27803,16.263060734986254,1012.3092089113552,7.835674985622541,
Wed Feb 15 15:56:51 2023,1676505411.310963,0,0,0,23.745625,27630,16.20442669349423,1012.3125915754187,7.807490842060827,
Wed Feb 15 15:56:52 2023,1676505412.5098615,0,0,0,23.7471875,27891,16.29759908614596,1012.3185805986988,7.757590864974184,
