Local Time,Unix Time,PM1.0,PM2.5,PM10,Temperature,Gas,Humidity,Pressure,Altitude,
Wed Feb 15 16:04:15 2023,1676505855.1854992,0,0,0,23.4157421875,43738,16.68355503802549,1012.294684762419,7.956690144852403,
Wed Feb 15 16:04:16 2023,1676505856.38495,0,0,0,23.419453125,43395,16.600220697592366,1012.2904361066545,7.992090195919377,
Wed Feb 15 16:04:17 2023,1676505857.5840285,0,0,0,23.42453125,43310,16.605386406139242,1012.2918566106082,7.980254459593352,
Wed Feb 15 16:04:18 2023,1676505858.7832224,0,0,0,23.42765625,43099,16.664496481618777,1012.2900872846137,7.99499660713611,
Wed Feb 15 16:04:19 2023,1676505859.985114,0,0,0,23.4329296875,42974,16.73358020495694,1012.2969813317305,7.9375550436371896,
Wed Feb 15 16:04:21 2023,1676505861.1772366,0,0,0,23.4391796875,42932,16.832281665344865,1012.2865693323682,8.024308492496056,
Wed Feb 15 16:04:22 2023,1676505862.3698964,0,0,0,23.4469921875,43268,16.94100292050942,1012.2821452293673,8.061170622178054,
Wed Feb 15 16:04:23 2023,1676505863.5654707,0,0,0,23.44953125,43738,16.975621255940283,1012.2708271453484,8.155474779994226,
Wed Feb 15 16:04:24 2023,1676505864.764625,0,0,0,23.4532421875,43353,16.961028584496255,1012.2768873741264,8.104979840046731,
Wed Feb 15 16:04:25 2023,1676505865.9636166,0,0,1,23.45890625,43480,16.936684498974508,1012.2723906920539,8.14244699806261,
Wed Feb 15 16:04:27 2023,1676505867.1563413,0,0,1,23.463984375,43912,16.936943528321404,1012.2669369314189,8.187888886408043,
Wed Feb 15 16:04:28 2023,1676505868.3552227,0,0,1,23.46828125,43825,16.87806278062935,1012.2687988719877,8.172374781067596,
Wed Feb 15 16:04:29 2023,1676505869.5497453,0,0,1,23.4721875,44307,16.833956047101502,1012.2751779037692,8.11922343645271,
Wed Feb 15 16:04:30 2023,1676505870.743293,0,0,1,23.4755078125,44087,16.779996323604657,1012.2720082940273,8.145633212922391,
Wed Feb 15 16:04:31 2023,1676505871.936068,0,0,1,23.4790234375,44087,16.730988542488326,1012.2657208149554,8.198021853303029,
Wed Feb 15 16:04:33 2023,1676505873.1284018,0,0,1,23.48390625,43868,16.731234936021153,1012.2668209563686,8.18885521723536,
Wed Feb 15 16:04:34 2023,1676505874.3275495,0,0,1,23.4887890625,44441,16.716729394157422,1012.2713577947061,8.151053302244105,
Wed Feb 15 16:04:35 2023,1676505875.5273228,0,0,1,23.48546875,44801,16.701812061807203,1012.2728092847224,8.138959203508545,
Wed Feb 15 16:04:36 2023,1676505876.7196753,0,0,0,23.4878125,44396,16.618382858296492,1012.2663262919209,8.19297687633495,
Wed Feb 15 16:04:37 2023,1676505877.911958,0,0,0,23.488984375,44755,16.54968377949382,1012.2716767389824,8.148395794942187,
Wed Feb 15 16:04:39 2023,1676505879.1044142,0,0,0,23.4899609375,44620,16.47610936928066,1012.2767082545777,8.106472293533809,
Wed Feb 15 16:04:40 2023,1676505880.2971663,0,0,1,23.4872265625,45120,16.397495009034092,1012.273961409899,8.129359481175438,
Wed Feb 15 16:04:41 2023,1676505881.4957054,0,0,1,23.48625,44891,16.294526541658456,1012.2723666818368,8.142647055837408,
Wed Feb 15 16:04:42 2023,1676505882.6876743,0,0,1,23.487421875,44846,16.245607444438757,1012.2691251854393,8.169655866773851,
Wed Feb 15 16:04:43 2023,1676505883.8813763,0,0,1,23.4852734375,45305,16.2308130214616,1012.2621800339009,8.227524525574845,
Wed Feb 15 16:04:45 2023,1676505885.0732765,0,0,1,23.48234375,45028,16.17682685536078,1012.2591142709551,8.25306929579455,
Wed Feb 15 16:04:46 2023,1676505886.271899,0,0,1,23.484296875,45166,16.108432654413686,1012.265740464361,8.197858129776698,
Wed Feb 15 16:04:47 2023,1676505887.4708982,0,0,1,23.4864453125,44937,16.14277735894067,1012.2658120780521,8.197261427487845,
Wed Feb 15 16:04:48 2023,1676505888.6635523,0,0,1,23.4883984375,45351,16.191805254730482,1012.2638463366819,8.213640464131862,
Wed Feb 15 16:04:49 2023,1676505889.862733,0,0,1,23.488984375,45120,16.216308182251126,1012.26652155689,8.1913498830536,
Wed Feb 15 16:04:51 2023,1676505891.0548713,0,0,1,23.489375,45491,16.240806892052767,1012.270596232417,8.15739879381856,
Wed Feb 15 16:04:52 2023,1676505892.247444,0,0,1,23.4880078125,45585,16.211365009934028,1012.2649268437387,8.204637412554797,
Wed Feb 15 16:04:53 2023,1676505893.4401233,0,0,1,23.48625,47606,16.16233813598381,1012.2603379751838,8.242873052012548,
Wed Feb 15 16:04:54 2023,1676505894.6389437,0,0,0,23.483125,47709,16.123048344304028,1012.2586716648781,8.256757215111566,
Wed Feb 15 16:04:55 2023,1676505895.837613,0,0,0,23.48078125,48020,16.054477426280094,1012.258281099907,8.260011514270872,
Wed Feb 15 16:04:57 2023,1676505897.0363445,0,0,0,23.478046875,47968,15.96150636387627,1012.2555342606105,8.282898994414143,
Wed Feb 15 16:04:58 2023,1676505898.2355669,0,0,0,23.474921875,47864,15.907642275828987,1012.2521495238424,8.311101694747101,
Wed Feb 15 16:04:59 2023,1676505899.4349463,0,1,1,23.470234375,47890,15.878129464955716,1012.2496499134733,8.331929290195392,
Wed Feb 15 16:05:00 2023,1676505900.6341476,0,1,1,23.465546875,47968,15.868143377838946,1012.2523052343197,8.30980426398761,
Wed Feb 15 16:05:01 2023,1676505901.8329997,0,1,1,23.460859375,47709,15.858158399763509,1012.2583970570678,8.259045325899807,
Wed Feb 15 16:05:03 2023,1676505903.025656,0,0,0,23.4594921875,45679,15.906898283160363,1012.254446085375,8.291966007298203,
Wed Feb 15 16:05:04 2023,1676505904.2177918,0,0,0,23.45734375,47735,16.014241070254794,1012.2595291826111,8.249612135427704,
Wed Feb 15 16:05:05 2023,1676505905.4104986,0,0,0,23.4548046875,45726,16.092324645767007,1012.2571011029322,8.269843593067273,
Wed Feb 15 16:05:06 2023,1676505906.6030667,0,0,0,23.45421875,45491,16.1607714118055,1012.2578625459527,8.263499026776813,
Wed Feb 15 16:05:07 2023,1676505907.8047097,0,0,0,23.449921875,45585,16.243764774352517,1012.2542821578343,8.293331902990284,
Wed Feb 15 16:05:09 2023,1676505909.0063288,0,0,0,23.443671875,47709,16.297327026571637,1012.249230464833,8.335424281612747,
Wed Feb 15 16:05:10 2023,1676505910.208344,0,0,0,23.4407421875,45491,16.31187864049463,1012.2581922723688,8.260751650890274,
Wed Feb 15 16:05:11 2023,1676505911.4101403,1,1,1,23.439765625,45491,16.400046097659725,1012.2565974794624,8.274039933463108,
Wed Feb 15 16:05:12 2023,1676505912.608877,0,1,1,23.440546875,45632,16.503090070064026,1012.2561550482087,8.27772640352584,
Wed Feb 15 16:05:13 2023,1676505913.8012688,0,1,1,23.436640625,45774,16.5863482510035,1012.2635219329088,8.21634347798484,
Wed Feb 15 16:05:14 2023,1676505914.9999418,0,1,1,23.4333203125,47838,16.635300142504327,1012.2649725713974,8.204256398584866,
Wed Feb 15 16:05:16 2023,1676505916.1920853,0,0,0,23.4313671875,47916,16.649941609210128,1012.260064695134,8.245150096482156,
Wed Feb 15 16:05:17 2023,1676505917.3872473,0,0,0,23.4282421875,47942,16.63995821762967,1012.2618342255494,8.230405891624049,
Wed Feb 15 16:05:18 2023,1676505918.5828695,0,0,0,23.41984375,48388,16.649362909795702,1012.2584280351708,8.258787207464753,
Wed Feb 15 16:05:19 2023,1676505919.7815762,0,0,0,23.411640625,48441,16.619475517190477,1012.2570587755217,8.270196277560341,
Wed Feb 15 16:05:20 2023,1676505920.9737911,0,0,0,23.403828125,48494,16.545430130511683,1012.2528908567733,8.304924667098724,
Wed Feb 15 16:05:22 2023,1676505922.1726089,0,0,0,23.3971875,48547,16.50093003220752,1012.2489184525127,8.338024077143034,
Wed Feb 15 16:05:23 2023,1676505923.371804,0,0,0,23.3883984375,48788,16.485773623147654,1012.2569003692141,8.271516165847915,
Wed Feb 15 16:05:24 2023,1676505924.5673423,0,0,0,23.377265625,48923,16.416559790020692,1012.2644901157893,8.208276336719948,
Wed Feb 15 16:05:25 2023,1676505925.7668457,0,0,0,23.3637890625,49278,16.357075713462965,1012.2699692161315,8.162623223683193,
Wed Feb 15 16:05:26 2023,1676505926.9685953,0,0,0,23.34796875,49415,16.26323516565537,1012.2733373170392,8.134559538441263,
Wed Feb 15 16:05:28 2023,1676505928.1607141,0,1,1,23.3255078125,49637,16.144699839226814,1012.2761657178525,8.110992799911395,
Wed Feb 15 16:05:29 2023,1676505929.3594716,0,1,1,23.3016796875,49693,16.031120111323524,1012.2801943417248,8.077425681476036,
Wed Feb 15 16:05:30 2023,1676505930.5582561,0,1,1,23.2784375,49693,15.92257582405449,1012.2817415404649,8.064534210550503,
Wed Feb 15 16:05:31 2023,1676505931.7512596,0,0,0,23.252265625,50030,15.82375870611243,1012.2767828801127,8.10585050130054,
Wed Feb 15 16:05:32 2023,1676505932.9500175,0,0,0,23.226484375,50059,15.739673540231012,1012.2810481536945,8.070311601719643,
Wed Feb 15 16:05:34 2023,1676505934.1487298,0,0,0,23.20265625,50115,15.655754296377665,1012.2781948748225,8.094085536054573,
Wed Feb 15 16:05:35 2023,1676505935.3406477,0,0,0,23.1801953125,50201,15.591429257463874,1012.2844430359951,8.042025019577126,
Wed Feb 15 16:05:36 2023,1676505936.5326784,0,0,0,23.1583203125,50201,15.532037469240572,1012.2744705215315,8.12511747070284,
Wed Feb 15 16:05:37 2023,1676505937.731991,0,0,0,23.13859375,50574,15.497082440270596,1012.2680063926102,8.178977893698324,
Wed Feb 15 16:05:38 2023,1676505938.9258666,0,0,0,23.1173046875,50229,15.46206842808536,1012.2710101416362,8.153950017709647,
Wed Feb 15 16:05:40 2023,1676505940.11895,0,0,0,23.1012890625,49777,15.456459706331866,1012.2706056644024,8.157320204579912,
Wed Feb 15 16:05:41 2023,1676505941.312251,0,0,0,23.0864453125,49609,15.470338613676384,1012.2703973209811,8.15905616491509,
Wed Feb 15 16:05:42 2023,1676505942.5051346,0,0,0,23.07140625,49777,15.523086835895963,1012.2647170219673,8.206385698749258,
Wed Feb 15 16:05:43 2023,1676505943.6982918,0,0,0,23.0579296875,49749,15.571067529244887,1012.2701751078141,8.160907691146424,
Wed Feb 15 16:05:44 2023,1676505944.890496,0,0,0,23.0477734375,49721,15.575451164795028,1012.2604503767138,8.241936491721885,
Wed Feb 15 16:05:46 2023,1676505946.0891569,0,0,0,23.03859375,49833,15.613924696560414,1012.2385834131668,8.42413959818277,
Wed Feb 15 16:05:47 2023,1676505947.2878096,0,0,0,23.030390625,49861,15.628130115725934,1012.2183122229101,8.593049016100894,
Wed Feb 15 16:05:48 2023,1676505948.4801307,0,1,1,23.0235546875,49889,15.652132401582328,1012.1710832201425,8.98659466595343,
Wed Feb 15 16:05:49 2023,1676505949.6789012,0,1,1,23.017890625,49889,15.671328152690451,1012.0776895822196,9.764860671815029,
Wed Feb 15 16:05:50 2023,1676505950.877725,0,1,1,23.0126171875,49974,15.680811279777652,1011.9626132072902,10.723892803282435,
Wed Feb 15 16:05:52 2023,1676505952.06987,0,0,0,23.0106640625,50030,15.690452559810677,1011.8237711100519,11.881103044096246,
Wed Feb 15 16:05:53 2023,1676505953.2620327,0,0,0,23.00890625,50002,15.700103860608296,1011.6594929631719,13.250481755427897,
Wed Feb 15 16:05:54 2023,1676505954.4608467,0,0,0,23.00734375,50002,15.709765197210075,1011.4800817040368,14.746211752895297,
Wed Feb 15 16:05:55 2023,1676505955.6595786,0,0,0,23.0065625,49974,15.734070561956411,1011.2967964194005,16.274460874920386,
Wed Feb 15 16:05:56 2023,1676505956.8516638,0,0,0,23.0075390625,50030,15.738986167339494,1011.1198156876438,17.75035491435596,
Wed Feb 15 16:05:58 2023,1676505958.0437238,0,0,0,23.008125,50115,15.743883416665437,1010.9782561109076,18.931012163912303,
Wed Feb 15 16:05:59 2023,1676505959.2358513,0,0,0,23.0096875,50002,15.739088409282461,1010.8726313775875,19.812047235010834,
Wed Feb 15 16:06:00 2023,1676505960.4278638,0,0,0,23.013203125,49917,15.76360500427242,1010.782212489713,20.566306807155325,
Wed Feb 15 16:06:01 2023,1676505961.6198728,0,0,0,23.0153515625,49974,15.807549728123416,1010.7050159105872,21.21031127631669,
Wed Feb 15 16:06:02 2023,1676505962.8124375,0,1,1,23.013203125,50344,15.807447081107037,1010.6568675118729,21.61200447541265,
Wed Feb 15 16:06:04 2023,1676505964.0053406,0,1,1,23.0096875,50806,15.778049437705958,1010.6185084775595,21.932037905036733,
Wed Feb 15 16:06:05 2023,1676505965.2041988,0,0,0,23.008125,50982,15.709802313571322,1010.5884869995978,22.182517092469343,
